TargetB,ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,35902,,1,9,1,4,15,15,11.56,15,24,113,9,27,58,4,11,22,A,0,23,53,F,H,311100,68,74188
1,35906,15,3,3,2,2,10,15.33,15.33,18,15,20,14,21,19,5,8,7,N,0,40,40,F,H,68300,46,49494
1,13622,10,2,15,1,9,15,23,14.87,25,15,113,29,49,98,7,16,29,A,0,16,65,M,U,71500,47,49494
1,35914,2,5,10,2,6,3,5.6,4.3,3.5,17,64,7,26,39,4,13,16,S,1,16,69,M,U,69300,42,0
1,35908,20,2,2,1,1,20,15,15,10,18,29,10,23,21,4,10,9,A,0,16,47,F,H,69300,42,49494
1,35947,14,2,12,1,8,14,13,7.67,12,25,129,9,25,61,4,11,26,A,1,17,72,F,H,57500,28,34796
0,38082,,2,2,2,2,25,25,25,25,24,33,13,31,29,6,14,12,A,0,17,77,M,H,88400,34,34796
1,35935,21,2,3,2,3,17,13.5,10.67,13.5,17,37,12,29,29,6,13,12,A,0,17,86,M,H,71100,35,34796
0,35953,,2,3,2,2,10,10,10,10,17,21,13,20,18,6,10,8,N,0,18,57,F,H,68400,36,45763
0,35969,,2,5,1,3,15,15,11,15,18,53,12,33,42,6,16,17,A,0,39,53,F,H,69800,27,45763
1,109644,5,8,13,5,10,14,12.5,12.08,12.2,17,56,14,34,51,6,17,21,S,1,39,72,U,H,54600,27,45763
1,190243,10,2,12,0,6,10,10,8.5,,18,63,4,12,23,2,2,11,E,1,18,,M,U,62600,37,0
0,36008,,3,14,2,10,10,11,8.14,11.5,18,104,13,31,55,6,15,26,S,1,22,59,F,U,95000,62,43109
0,36065,,3,3,2,2,21,17,17,15.5,23,35,12,30,28,6,15,13,A,0,23,73,F,U,135400,53,52936
1,9439,25,0,9,0,4,0,0,18.33,,4,113,30,30,93,5,5,26,A,1,23,79,M,H,130500,48,52936
1,36069,11,3,5,2,4,11,9.67,8.2,10,16,53,15,32,39,6,13,14,A,0,26,79,M,U,118800,50,52936
1,33359,10,6,14,4,10,10,10,8.43,9.75,15,119,15,32,67,6,15,29,S,1,20,61,F,U,73700,43,42953
1,36141,10,1,3,0,1,25,25,15,,17,44,15,31,35,6,6,13,A,0,24,69,F,H,95700,65,58016
1,13484,11,1,3,1,1,15,15,15,15,16,19,18,23,26,2,4,5,F,0,24,,M,H,103400,49,58016
0,165064,,2,7,2,5,15,13.5,9.29,13.5,24,77,10,26,51,5,11,18,A,0,24,57,M,H,152600,35,58016
1,36165,20,2,3,2,2,10,22.5,18.33,22.5,16,24,13,23,22,6,11,9,N,0,24,72,M,U,156900,56,68845
0,189470,,1,11,0,5,15,15,15.18,,20,113,15,34,70,6,6,28,A,1,31,76,M,U,58900,33,50847
0,36294,,3,4,3,3,10,10.67,10.5,10.67,19,33,13,28,29,6,13,11,A,1,37,,F,U,57500,48,42366
1,36081,17,4,17,3,12,9,9.5,6.35,7,16,130,15,35,70,6,16,29,S,1,23,66,M,U,120100,49,0
0,36337,,3,11,0,3,29,25.67,17.73,,26,76,11,33,61,5,5,22,A,1,26,73,F,U,71600,46,0
1,36353,17,2,4,1,2,15,13,9.5,11,16,53,12,31,39,6,14,15,A,0,29,76,F,H,134400,63,43368
0,36348,,7,10,5,6,5,5,5,5,17,41,13,31,36,6,16,15,A,1,30,81,M,H,42600,41,43368
0,36341,,3,6,2,4,10,17.33,13,16,18,55,14,31,36,6,15,17,A,0,29,76,F,H,134400,63,43368
1,36371,11,5,14,3,7,10,8.4,7.29,7.67,19,104,13,35,67,6,17,27,A,1,23,,M,H,425900,61,110149
1,36395,15,6,20,4,11,15,13.5,11.1,15.25,17,89,16,36,71,6,17,26,S,1,29,81,M,H,88500,40,41444
0,36392,,6,11,4,6,13,13.17,10.91,13.5,18,53,16,34,44,6,16,17,A,0,29,79,F,H,61700,71,41444
1,36460,31,5,5,2,2,25,24,24,25,19,33,12,30,30,6,15,13,A,1,3,75,F,H,363700,34,34619
1,36479,10,6,21,5,13,10,9.17,7.43,9,16,105,14,35,74,6,17,29,S,1,29,82,M,H,122700,36,34619
1,36495,10,3,28,2,17,9,7.67,7.43,8,17,130,8,21,71,4,10,27,S,1,9,57,F,H,67900,35,34619
1,36472,13,2,7,1,3,12,12,7.14,12,16,66,13,23,38,6,10,15,A,1,23,57,F,H,225000,33,34619
1,36474,6,5,12,3,7,6,6,6.17,6,21,89,11,32,58,5,16,23,A,1,29,83,M,H,122700,36,34619
1,36471,20,2,8,1,3,20,18,10.5,20,17,65,15,35,54,6,15,20,A,1,8,70,F,H,73000,28,34619
0,36527,,10,23,7,11,4,4.3,3.83,4.29,15,78,13,34,61,6,17,23,S,1,21,,F,U,84000,7,0
0,36582,,1,1,1,1,20,20,20,20,21,21,10,17,15,4,7,6,F,0,12,,F,U,84000,23,0
1,36528,25,1,4,0,2,50,50,25,,18,89,15,28,51,6,6,19,A,0,19,74,F,H,93400,5,31141
1,8708,10,4,28,3,11,10,10,10.5,10,15,134,31,51,117,5,14,31,A,1,0,81,U,U,68400,0,0
1,36576,5,3,12,1,7,10,7.33,4.52,7,15,119,12,25,61,5,10,25,A,1,11,,U,U,134200,24,0
0,1397,,4,10,3,6,15,11.75,10.4,11.67,17,57,24,43,81,11,21,32,A,0,12,51,M,H,102400,23,47043
1,36590,10,3,4,3,3,11,10,10,10,16,29,14,28,26,6,13,11,A,1,12,49,M,H,103700,10,47043
0,36625,,7,8,3,4,5,9.57,9.63,10,20,37,12,31,30,6,15,14,S,1,19,,F,U,102400,14,0
0,36633,,2,2,2,2,20,12.5,12.5,12.5,17,25,12,23,20,6,11,9,N,0,23,68,M,U,169600,36,62136
0,4605,,2,9,0,2,50,50,39.44,,17,138,17,39,74,7,7,28,A,0,1,83,M,H,206300,51,62136
0,36697,,1,5,0,2,15,15,7.4,,25,64,9,24,41,4,4,15,A,0,13,35,F,H,131600,50,51169
0,36682,,3,4,1,1,15,10,8.75,15,20,39,12,31,30,6,14,13,A,0,13,39,M,H,204200,29,51169
0,37458,,4,14,4,10,15,14.5,10.14,14.5,17,113,15,35,70,6,15,28,A,1,10,51,M,H,87000,35,40608
0,36755,,1,8,1,7,20,20,7.25,20,26,124,9,23,56,4,10,25,A,1,18,40,F,H,81900,26,40608
1,39020,21,1,2,1,2,15,15,12.5,15,21,41,10,26,30,4,10,10,A,0,14,49,M,U,72400,35,46301
1,36774,21,2,2,1,1,15,10,10,5,19,33,10,23,22,4,9,8,A,0,12,53,M,H,90200,27,46301
1,36776,20,5,6,4,4,11,10.2,9.5,10.25,16,33,13,32,32,6,15,13,A,0,21,71,M,H,65300,22,46301
1,38245,15,2,5,0,1,20,15,10,,16,65,12,23,39,5,5,14,A,0,7,67,M,H,71800,41,46301
0,36840,,2,20,1,11,10,7.5,5.35,10,19,126,11,29,71,4,11,28,A,1,20,,F,H,96000,27,49991
0,36837,,1,17,0,8,10,16,11.71,,18,104,12,32,71,5,5,27,A,1,20,85,F,U,96000,27,49991
0,37460,,7,7,4,4,8,9.14,9.14,8.5,16,29,15,29,27,6,13,11,A,1,18,,F,U,96600,32,0
0,36853,,4,5,3,3,10,10.25,9.2,10.33,21,35,12,28,28,6,15,13,A,0,11,42,M,H,96600,32,64750
0,34246,,1,5,0,3,16,16,12.8,,18,77,11,25,47,4,4,16,A,0,35,47,F,H,95900,47,60980
0,36868,,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,20,,M,U,95900,31,0
0,36880,,2,9,1,6,21,20,12.89,21,17,120,13,33,63,6,16,28,A,1,20,56,M,H,95900,31,60980
0,36893,,3,7,2,3,20,20,14,20,25,44,12,32,38,6,17,17,A,0,29,63,M,H,155200,45,78642
0,36907,,1,1,1,1,20,20,20,20,23,23,8,19,17,3,8,7,N,0,27,83,F,H,75500,31,29756
1,36923,10,8,21,5,12,6,4.25,3.86,4,18,80,13,34,60,6,17,25,S,1,40,45,F,H,74200,30,61743
1,9049,15,2,11,0,3,12,9.5,8.82,,16,53,29,47,63,6,6,16,A,1,30,51,F,H,58600,19,31314
1,36956,9,7,32,6,15,7,7.57,6.22,7.67,22,101,12,32,68,6,17,26,S,1,49,75,F,U,77800,27,0
1,37005,11,4,8,3,5,10,9.25,7.88,9,15,75,15,33,41,6,14,16,A,0,38,,F,U,138000,13,49513
0,36992,,1,1,1,1,25,25,25,25,21,21,11,18,17,5,8,7,F,0,42,37,M,H,220000,42,0
0,37047,,3,19,0,10,5,5,5.89,,15,123,10,28,67,5,5,28,S,1,27,86,F,H,162500,21,46728
1,37118,15,4,7,3,5,15,12.25,9.86,11.33,16,64,17,34,49,6,13,15,A,1,18,71,U,U,58100,20,0
0,37117,,1,4,0,1,15,15,13.75,,19,63,10,29,42,4,4,14,A,0,21,63,F,U,62700,13,40215
0,37144,,5,17,3,10,5,5.8,6.24,6.33,17,126,13,28,69,6,13,28,S,1,23,66,M,H,190500,35,40210
1,185815,7,7,24,4,13,7,5.29,5.25,5.5,5,63,21,40,60,6,16,22,S,1,9,68,F,U,55000,13,40210
1,268,33,8,21,5,7,35,25.88,22.38,27,8,87,27,49,107,11,22,40,A,0,23,37,F,U,176500,50,61523
0,37605,,0,9,0,3,25,0,14.67,,18,86,8,8,45,5,5,21,A,0,3,7,M,H,174800,25,61523
1,8863,40,1,5,1,2,25,25,18,25,20,57,16,32,64,6,12,13,A,0,7,42,M,H,130700,35,61523
1,6941,15,3,26,2,12,25,25,24.27,25,22,93,14,36,91,6,17,27,A,1,29,54,M,H,164100,47,61523
0,38743,,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,2,53,M,H,146700,31,61523
0,37157,,2,2,2,2,20,15,15,15,16,30,12,26,23,5,11,10,A,0,23,65,F,U,174800,50,61523
1,37205,10,2,3,1,2,16,13,10.33,16,23,53,10,22,32,4,8,10,A,0,20,67,F,H,91400,32,49180
1,37221,6,5,23,3,12,4,6.2,3.96,5,15,125,11,29,63,4,12,25,S,1,8,86,M,U,77500,33,49180
1,37202,25,4,7,3,4,20,14,11,12,21,45,12,32,39,6,17,17,A,1,20,85,F,H,91400,32,49180
0,37716,,6,11,3,4,10,7.5,7.09,6.67,19,40,13,33,35,6,16,15,A,0,9,31,F,U,102200,20,41751
1,37299,15,1,9,0,3,15,15,9.89,,18,79,13,32,58,6,6,22,A,0,26,42,F,H,117100,30,46842
0,37291,,8,12,5,6,3,5.25,5.17,5.6,18,45,12,30,35,6,15,15,A,1,12,36,F,H,137100,29,46842
0,37318,,6,17,5,12,20,13,9.24,13.6,15,56,14,35,52,6,16,21,S,1,18,63,F,H,111600,31,47318
1,37342,25,1,1,0,0,25,25,25,,15,15,9,11,11,3,3,4,E,1,6,61,F,H,80100,29,41764
1,37401,10,2,14,1,11,10,10,13.71,10,19,124,14,32,75,5,13,28,A,1,23,73,M,H,167900,43,42765
0,37427,,3,8,1,3,25,20,13.75,15,18,77,13,35,59,6,17,23,A,0,2,55,F,U,135700,24,72250
0,37422,,2,6,2,5,25,25,40.83,25,22,52,13,35,49,6,17,20,A,1,2,42,M,H,156300,29,72250
1,39869,21,2,2,1,1,20,15,15,10,16,20,14,21,20,5,8,7,N,0,20,,F,U,217100,24,0
0,37255,,5,9,3,4,20,18.4,13.67,20,23,63,13,33,50,6,16,22,A,0,10,,F,U,217100,24,62486
0,145379,,2,2,1,1,25,15,15,25,24,28,13,26,24,6,12,10,A,0,8,,F,H,217100,24,62486
1,37472,20,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,1,31,,M,U,82500,0,0
0,37481,,3,19,3,9,10,6.67,5.74,6.67,18,92,12,27,63,6,14,24,S,1,1,,F,U,0,16,0
0,10520,,6,26,5,13,5,5.17,5.35,5.2,20,105,23,44,104,5,15,28,S,1,10,71,F,U,64200,5,25468
1,37531,12,3,11,2,5,10,12.67,10.36,12,18,74,13,34,56,6,16,22,A,0,8,83,F,H,82900,6,31100
1,37528,10,3,6,1,3,10,8.33,6.83,5,22,64,12,27,43,6,12,16,A,0,8,,F,U,82900,6,0
1,37575,50,2,2,2,2,60,55,55,55,16,28,13,27,26,6,13,11,A,0,1,,M,H,193800,16,69063
0,37581,,5,5,3,3,10,6,6,6.67,21,32,12,27,26,6,14,12,S,1,10,,M,U,100000,34,0
0,37627,,4,5,3,3,13,11,12.2,10.33,18,33,12,28,28,6,15,13,S,1,4,55,M,U,145800,15,53432
1,37618,25,1,1,1,1,15,15,15,15,21,21,8,15,14,3,6,5,N,0,1,,M,U,156600,14,53432
1,37697,15,3,12,2,7,15,9,6,6,17,81,15,36,60,6,16,23,A,1,3,76,M,H,90600,15,35833
1,37698,32,2,7,1,5,25,22.5,15.29,25,20,78,13,31,52,6,13,20,S,1,2,55,M,U,90600,20,0
0,37694,,2,4,2,3,15,15,16.25,15,22,49,8,25,36,3,11,13,A,0,2,67,M,U,177300,14,35833
0,37709,,2,2,2,2,15,15,15,15,16,29,12,26,24,4,10,9,A,0,9,65,M,U,87500,20,30715
1,37747,18,3,8,2,5,17,15.67,13.38,16.5,16,52,14,34,46,6,15,18,S,1,3,37,M,H,190900,20,70172
1,37762,30,2,2,1,1,25,14,14,3,18,29,13,21,18,6,10,8,A,0,24,63,M,H,198700,22,27206
0,37771,,1,1,1,1,20,20,20,20,19,19,12,17,14,4,6,5,F,0,10,57,M,H,52300,29,21517
0,37800,,3,3,2,2,25,15.67,15.67,17.5,16,35,13,31,29,6,15,13,A,0,20,,M,U,84700,19,0
1,6615,11,3,19,2,12,10,10.67,10.68,11,17,124,16,35,84,8,18,34,S,1,15,,F,U,170100,27,0
0,37831,,6,6,4,4,6,6,6,6.25,15,33,14,31,29,6,14,12,A,1,8,,F,H,84100,8,36457
1,37861,15,2,9,1,7,15,12.5,12.22,10,26,128,10,28,64,4,12,30,A,1,6,69,M,H,93400,15,35498
1,37852,20,4,6,2,3,20,12.5,10.5,15,17,45,13,34,40,6,16,16,A,0,8,37,M,H,87900,13,35498
1,37872,5,7,18,6,13,3,3.29,4.22,3,16,93,13,35,67,6,17,26,S,1,13,61,F,U,430600,49,0
1,6555,10,6,91,4,13,10,11.67,6.1,12.5,5,230,39,58,135,9,20,37,S,1,24,79,M,H,312500,19,107323
0,37915,,3,21,1,10,5,5.67,5.24,5,19,122,6,24,70,2,10,27,S,1,23,47,F,H,269300,26,107323
0,37921,,1,4,0,1,20,20,16.5,,18,86,10,22,44,4,4,18,A,0,10,45,M,H,60600,19,24744
0,37944,,2,9,1,5,25,25,16.33,25,21,76,13,33,61,6,16,23,A,1,23,83,F,H,359700,28,56735
1,37637,10,5,12,5,7,10,10,7.58,10,22,56,13,35,49,6,17,20,A,1,24,48,F,U,130500,16,47702
0,37998,,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0,11,66,M,H,141700,24,107958
1,36690,3,2,4,2,3,15,13,10,13,24,50,11,26,38,5,11,14,A,0,13,,F,U,163100,0,0
1,38031,10,2,2,2,2,10,12.5,12.5,12.5,16,21,13,21,18,6,10,8,N,0,18,39,M,U,82800,25,52780
0,38064,,2,29,1,14,10,10,7.9,10,18,123,14,34,78,5,14,30,A,1,32,80,F,H,47100,37,52780
0,38035,,2,2,2,2,20,17,17,17,22,29,10,23,22,4,10,9,A,0,11,58,M,H,146800,32,52780
0,38025,,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,29,70,M,H,66000,49,52780
1,38098,3,7,20,5,9,3,3.86,4.1,3.8,15,79,10,29,52,4,13,22,S,1,4,70,F,H,165700,27,42523
1,38106,3,12,44,6,21,2,3.25,2.8,3,15,113,11,30,71,5,16,30,S,1,4,17,F,H,180600,24,42523
1,38111,7,5,18,3,13,10,5.6,4.72,5,18,128,13,33,68,6,17,30,S,1,23,84,M,H,74700,39,42523
0,38175,,3,23,2,12,10,11,10.7,10.5,17,126,13,30,75,6,14,30,S,1,10,46,F,H,62500,12,34939
0,38152,,4,4,2,2,20,15.5,15.5,15,18,31,12,27,24,6,13,11,A,0,2,69,M,H,90900,22,34939
0,38202,,5,10,2,5,12,10.4,8.9,10,19,57,14,36,50,6,17,21,S,1,6,76,M,H,102200,7,46722
0,38249,,1,10,0,0,15,15,11,,25,94,10,30,61,5,5,23,A,0,20,,F,U,94300,29,48522
0,36507,,6,13,2,6,20,17.17,14,20,18,119,14,36,67,6,17,30,A,1,10,83,F,U,86900,2,48522
0,38261,,1,8,1,4,20,20,13.5,20,17,104,13,32,66,6,15,27,A,0,8,49,U,H,61300,13,33250
1,38266,10,0,1,0,0,15,0,15,,23,23,5,5,10,2,2,4,N,0,8,75,F,H,59000,11,32042
0,38268,,4,4,3,3,9,8,8,9.67,16,28,13,24,25,5,10,9,A,1,6,41,F,H,74800,23,32042
0,38280,,2,7,0,4,15,14.5,9.43,,18,114,13,29,59,6,6,27,A,0,8,62,F,U,58500,33,0
0,38269,,2,2,2,2,40,25,25,25,17,28,13,27,24,6,13,11,A,0,8,45,F,H,60300,21,32042
1,14552,16,4,20,4,12,17,15.5,10.7,15.5,21,113,14,35,83,6,17,31,S,1,35,48,M,H,151800,33,29808
1,38327,11,4,15,1,9,11,10.5,10.4,11,18,93,14,35,70,6,17,26,A,1,17,86,M,H,73600,8,36169
1,38388,10,3,23,2,13,10,8.33,7.26,7.5,15,128,12,31,77,5,13,30,S,1,6,49,F,H,95500,5,37016
1,38392,20,2,2,0,0,20,20,20,,18,32,10,24,22,4,4,9,A,0,6,63,F,H,111900,7,52147
0,36516,,3,4,1,1,10,7.67,6.75,3,19,29,13,26,24,6,12,10,A,0,8,27,F,U,104000,15,0
0,38425,,1,1,1,1,20,20,20,20,16,16,11,16,13,5,7,6,F,0,14,51,M,H,244400,25,62830
0,38438,,2,2,2,2,25,17.5,17.5,17.5,17,28,13,25,23,6,13,11,A,0,11,73,M,U,143200,27,0
1,10287,15,3,27,3,13,10,10,8.3,10,6,123,29,49,101,6,16,35,A,1,14,83,F,H,125800,26,62830
0,38700,,2,5,0,1,24,23,15.2,,18,78,13,34,48,6,6,20,A,0,14,,U,U,125800,26,62830
1,38519,2,5,17,3,12,2,4,3.12,4.33,17,88,12,28,56,5,12,21,S,1,11,51,F,H,109800,30,41607
1,13239,3,7,12,5,6,3,3.14,2.92,3.2,17,41,26,43,51,6,15,16,A,1,23,68,M,H,308300,31,41607
1,38539,13,5,10,3,5,8,6.6,5.5,6.67,19,44,12,31,38,6,16,16,S,1,23,65,F,U,145800,39,62781
0,38538,,3,4,1,1,15,7.67,8.25,5,17,36,13,34,33,6,16,14,A,0,23,,F,U,145800,39,62781
0,38554,,2,3,1,1,10,9,9.33,8,15,17,11,15,14,5,7,6,N,0,3,,M,U,192900,30,0
0,38562,,4,12,2,6,10,9.5,6.08,9,16,127,12,29,68,5,12,27,A,0,2,55,M,H,183800,32,39314
1,38580,10,1,11,0,7,20,20,14.82,,26,113,10,31,68,5,5,27,A,1,20,61,M,H,114400,27,46777
1,38591,10,2,28,1,14,13,13,12.42,13,20,113,12,33,82,5,15,29,A,1,19,47,M,U,104000,7,0
1,38632,38,12,45,9,24,20,20.67,13.51,21,16,129,13,33,87,5,16,34,S,1,12,47,F,H,86000,23,56969
1,38642,10,1,1,1,1,15,15,15,15,20,20,8,14,13,3,6,5,F,0,18,23,M,U,73100,43,46002
0,38677,,1,16,1,12,10,10,16.06,10,18,122,13,28,75,5,11,27,A,1,11,62,F,H,245200,15,40708
0,38663,,3,10,1,5,10,11.33,9,12,19,93,13,33,63,6,15,24,S,1,19,51,F,H,90000,13,40708
1,38664,30,1,1,1,1,30,30,30,30,17,17,11,16,14,5,7,6,F,0,11,65,M,H,102500,15,56250
0,38692,,3,7,1,3,20,20,16.43,20,19,86,15,36,56,6,16,23,A,0,21,70,M,U,226900,0,0
0,38698,,2,2,1,1,20,12.5,12.5,20,20,28,10,22,21,4,9,8,A,0,21,27,M,U,226900,0,0
1,38707,17,7,8,4,5,12,10.71,10,11.25,17,41,14,31,37,6,16,15,S,1,23,,M,U,333300,41,0
1,38734,26,1,5,0,2,26,26,16,,16,76,11,28,46,5,5,18,A,0,23,27,F,H,197900,31,38906
0,2989,,2,4,1,1,20,22.5,23.75,25,16,28,20,32,34,3,9,10,A,0,4,17,M,H,85100,27,61132
1,38820,20,5,26,4,16,7,8.4,9.58,9.25,22,124,13,32,77,6,16,31,S,1,23,84,M,H,133200,38,68869
1,38812,17,1,6,0,3,17,17,14.33,,15,75,14,32,55,5,5,20,A,1,3,74,F,H,377200,30,68869
1,39935,4,7,8,4,4,4,4.14,4,4,21,32,11,27,27,6,14,12,A,1,33,37,M,U,146400,25,68869
0,38857,,1,1,1,1,50,50,50,50,17,17,11,16,14,5,7,6,F,0,10,23,F,U,41900,11,27793
0,38882,,1,6,0,3,15,15,9.67,,26,111,9,28,56,4,4,24,A,0,10,45,F,H,53000,21,27793
0,36677,,4,4,2,2,10,8.75,8.75,7.5,16,27,14,27,24,6,12,10,A,1,17,35,F,U,79000,27,44248
0,38761,,1,11,0,8,18,18,9.55,,24,115,10,29,72,5,5,30,A,1,22,45,F,U,111300,43,0
1,38924,20,2,2,1,1,20,15,15,10,18,33,10,25,23,4,10,9,A,0,8,65,M,H,74000,22,32229
1,38944,25,1,6,1,5,25,25,16.33,25,17,105,14,32,63,6,15,26,A,1,8,40,M,H,80900,20,32229
0,38958,,8,24,6,11,5,7.5,5.96,7.17,18,57,13,33,54,6,16,21,S,1,21,41,F,H,57900,32,40290
0,6273,,4,40,3,16,11,10.75,9.6,11,21,130,17,36,104,7,18,36,S,1,17,80,F,H,78300,35,40290
1,38987,13,5,21,2,13,10,14.4,11.19,10,21,128,13,32,78,6,16,32,S,1,20,71,F,H,131400,27,47750
0,39025,,8,10,3,5,10,8,7.2,8.33,16,52,14,35,41,6,16,16,A,1,26,7,M,H,128400,26,60584
1,39031,15,2,7,1,4,10,15,7.86,20,16,77,13,28,48,5,11,17,A,0,2,43,F,U,120000,43,60584
0,39083,,1,3,0,1,20,20,10,,26,81,10,21,29,4,4,11,A,0,23,55,M,H,142400,41,40032
1,189848,12,10,30,5,11,12,10,9.73,10,4,87,27,48,83,11,21,31,A,1,26,79,M,U,88500,35,40032
1,185030,10,4,13,2,6,4,12,10.15,12,18,122,16,37,73,6,16,29,S,1,3,80,M,H,82400,22,43600
0,37729,,11,34,8,16,2,1.55,1.5,1.75,16,105,11,27,55,6,16,26,S,1,9,87,M,U,88200,17,0
0,39217,,3,6,1,2,20,17.33,12.67,18,18,53,13,34,44,6,16,18,A,0,33,51,F,H,48800,38,55378
1,39257,25,2,8,2,4,20,15,9.25,15,16,68,14,31,54,6,14,19,A,0,18,27,U,H,109300,37,59874
1,39246,5,7,8,4,4,5,4.43,4.25,4.5,17,29,12,25,25,6,12,10,A,1,18,73,F,H,109300,37,59874
0,39277,,5,6,3,4,15,11.8,10.83,10.67,20,42,12,31,34,6,15,14,A,0,34,69,F,H,136300,27,72385
0,39289,,3,32,3,17,15,10.33,6.91,10.33,21,124,13,31,78,6,16,32,A,1,34,68,F,U,136300,27,0
1,37090,20,2,10,1,4,16,16,13.7,16,25,65,11,32,54,6,16,22,A,0,21,67,M,H,136300,14,91874
1,39326,8,5,8,3,4,10,8.8,7.75,8.67,17,41,14,35,40,6,16,15,A,1,34,39,F,U,136300,27,103549
0,39348,,2,9,0,2,30,27.5,23.33,,15,112,13,33,61,6,6,28,A,0,3,,M,H,113600,37,40723
0,39538,,1,16,0,8,10,10,8.13,,26,130,9,26,66,4,4,27,A,1,26,76,M,U,112500,23,0
0,12415,,11,17,7,11,20,30.27,29,31,15,57,31,51,79,6,17,22,A,1,21,63,M,H,64100,25,40208
1,39438,4,6,7,4,4,4,4.17,4.14,4,18,33,11,28,26,6,14,12,A,1,24,73,F,H,134400,22,41999
0,39530,,4,5,2,3,15,11.25,9.6,12.5,15,41,12,30,31,5,13,13,A,0,15,38,M,H,73900,20,41999
1,39479,4,10,26,5,13,4,4.6,4.11,4,15,124,11,33,73,6,17,31,S,1,27,64,M,H,128700,28,46332
0,39484,,4,4,3,3,10,7.5,7.5,6.67,18,29,13,26,24,6,12,10,A,1,21,69,F,H,63700,24,36364
0,39505,,4,6,3,4,12,10.75,9.17,11.33,21,45,12,28,33,6,14,14,A,1,23,59,M,H,158500,30,70410
1,39613,5,3,14,1,6,10,14,9.69,14,18,111,13,34,66,6,16,27,A,0,21,41,F,H,70100,29,49518
0,39761,,2,6,2,4,15,13.5,10.5,13.5,23,52,12,22,27,5,10,12,A,0,13,81,M,H,254700,41,76873
1,33393,10,2,2,1,1,25,22.5,22.5,20,26,33,11,29,27,5,13,11,A,0,35,46,F,H,157100,47,76873
0,39632,,6,18,4,10,10,8.83,7.22,8.25,20,80,13,32,63,6,16,24,S,1,35,58,F,H,164500,26,76873
1,39667,15,3,7,3,7,15,15,13.71,15,20,92,13,34,62,6,16,24,A,1,18,75,M,H,80900,26,38794
1,39770,20,4,5,2,2,10,12.5,11,15,20,40,12,32,34,6,15,14,A,0,12,,F,U,134200,31,61343
0,39816,,1,4,0,2,30,30,14.75,,26,83,5,17,27,2,2,8,A,0,20,72,F,U,98700,29,0
0,39862,,1,1,0,0,50,50,50,,16,16,12,17,14,5,5,6,F,0,29,63,F,H,129200,49,71392
0,38144,,3,10,2,7,13,12.33,8.4,12,18,105,15,34,63,6,15,27,A,1,8,75,F,H,129200,26,71392
0,39885,,4,6,2,4,12,11,9.33,11,18,44,9,22,27,4,10,10,A,1,20,27,M,H,95600,32,71392
0,39913,,7,9,5,6,10,8.14,7.44,8.4,17,41,16,35,39,6,15,14,A,1,29,,M,H,138600,50,68219
1,12515,20,7,24,5,9,15,13.14,11.46,14,17,110,30,48,98,6,17,33,S,1,33,78,M,H,55300,23,42295
0,39931,,2,2,2,2,25,25,25,25,17,24,13,23,21,6,11,9,N,0,23,57,F,H,406300,46,42295
1,39967,75,1,1,1,1,50,50,50,50,24,24,11,22,20,6,11,9,N,0,28,67,M,U,128900,45,52974
1,189749,10,4,15,3,10,11,10.75,9,10.67,4,68,10,18,33,4,8,14,E,1,17,75,M,U,109300,24,59226
1,40058,25,3,12,3,9,20,18,11.67,18,25,130,11,31,62,6,17,30,A,1,26,87,F,H,118700,46,42429
1,40055,25,2,9,0,3,20,20,17.89,,15,81,13,34,62,6,6,23,A,1,26,81,F,U,118700,46,0
1,40105,23,2,9,0,1,15,19,15,,17,68,13,32,54,6,6,21,A,0,21,51,F,H,70000,23,40925
0,40138,,1,7,0,3,20,20,13.86,,18,85,13,32,59,6,6,23,A,0,33,37,M,H,59400,48,51926
1,190377,24,4,19,2,9,24,24.5,17.89,24.5,16,106,4,12,40,2,6,19,E,0,0,,F,U,72000,0,0
1,39542,5,1,1,1,1,16,16,16,16,18,18,10,15,12,4,6,5,F,0,20,,F,U,89300,33,0
0,40193,,1,3,0,2,15,15,10.33,,22,67,10,17,22,4,4,9,A,0,27,38,M,H,99600,28,63202
0,40234,,4,14,3,8,8,8.25,6.71,7.67,21,76,10,29,53,5,15,21,A,1,33,51,F,U,69900,38,0
0,40224,,2,3,1,1,25,17.5,13.33,10,18,40,13,31,32,6,14,13,A,0,28,45,M,H,111700,28,35446
0,40335,,4,5,3,3,6.25,6.25,7,6.25,19,32,14,28,27,6,12,10,A,0,30,,F,U,53300,23,35446
0,40232,,2,12,0,4,25,25,13.33,,18,68,13,35,56,6,6,23,S,1,33,79,M,H,69300,38,35446
